Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
6852,Ramban,male ,,Multiple,Nano Entrepreneur,Healthcare,JKBK095239,13/1/2021,1,1,0,1,1,1,1,6.0,54.0,42.0,,,,$48093,₹4083556,34069.0,48.0,10.74,14324.0,0.42,10.0,0.54,ONTIME,124
6853,Reasi,Other,rural,Multiple,Nano Entrepreneur,Retail,JKBK017531,11/12/2024,1,1,0,1,1,0,0,40.0,11.0,42.0,99.0,,,₹1860072,,16077.0,24.0,13.35,,,55.0,0.35,On-time,35
6854,Rajouri,Other,Rural,Locomotor,,Healthcare,JKBK075986,4-26-2022,1,1,1,1,1,1,1,11.0,72.0,19.0,32.0,43.0,177.0,$38144,982226,39053.0,,9.56,,,72.0,0.4,late,0
6855,Shopian,Female,,Locomotor,Existing enterprise,Tourism,JKBK075513,As on Feb 2026,1,1,1,1,1,0,0,29.0,87.0,29.0,32.0,29.0,206.0,₹1186451,4455431,,12.0,10.39,,,26.0,0.53,late,84
6856,Udhampur,,Rural,None,nano entrepreneur,Healthcare,JKBK033127,2023-04-11,1,1,0,1,1,0,0,4.0,73.0,58.0,,29.0,,1657k INR,2403540,15085.0,,8.19,,,63.0,0.63,late,0
6857,Kishtwar,Other,rural,Multiple,MSME Sunrise Sector,Tourism,JKBK010129,,1,1,1,0,0,0,0,1.0,63.0,50.0,36.0,5.0,155.0,5369043,$14611,117720.0,36.0,7.33,,,26.0,0.95,late,0
6858,Doda,Male,,Multiple,,Tourism,JKBK072127,4/9/2024,1,1,0,0,0,0,0,,30.0,5.0,88.0,14.0,,$35841,2193k INR,,18.0,14.02,,,48.0,0.97,On-time,0
6859,Srinagar,Male,urban ,Locomotor,Existing Enterprise,IT,JKBK012532,27/8/2024,1,1,0,1,1,0,0,,45.0,,36.0,35.0,,₹4440773,₹329840,44199.0,48.0,6.9,,,14.0,0.49,late,0
6860,Reasi,FEMALE,Urban,Visual,MSME Sunrise Sector,Retail,JKBK021038,,1,1,1,1,1,0,0,22.0,24.0,47.0,,2.0,,,$56346,,18.0,12.03,,,21.0,0.59,ONTIME,136
6861,Rajouri,male ,,None,Existing Enterprise,IT,JKBK065431,1-28-2026,1,0,0,1,1,0,0,20.0,25.0,34.0,59.0,43.0,181.0,₹1942955,₹1240103,91865.0,48.0,12.92,,,5.0,0.68,late,0
6862,Kathua,Other,urban ,,Nano Entrepreneur,Agri,JKBK086267,9-26-2023,1,1,1,1,1,0,0,40.0,54.0,35.0,92.0,8.0,229.0,4240019,5809k INR,26555.0,18.0,11.57,,,50.0,1.0,ONTIME,121
6863,Budgam,Female,Urban,None,Nano Entrepreneur,IT,JKBK065875,2021-07-01,1,1,0,1,1,1,1,35.0,,4.0,,25.0,,$12467,3403354,110955.0,24.0,6.95,22624.0,0.204,50.0,0.39,late,0
6864,Kulgam,Female,urban ,Visual,nano entrepreneur,Healthcare,JKBK017267,2024-10-28,1,1,0,1,1,0,0,0.0,15.0,3.0,29.0,40.0,87.0,₹1778644,,22365.0,18.0,6.59,,,16.0,0.54,Delayed,110
6865,Kulgam,FEMALE,rural,NA,Nano Entrepreneur,Tourism,JKBK088000,2021-12-14,1,1,0,0,0,0,0,0.0,66.0,42.0,75.0,38.0,221.0,3436k INR,₹6100642,34011.0,48.0,11.05,,,4.0,0.52,ONTIME,0
6866,Reasi,Female,rural,None,Existing enterprise,Retail,JKBK058595,9-13-2024,1,1,0,1,1,1,1,12.0,54.0,3.0,68.0,31.0,168.0,$17595,₹6331469,96562.0,36.0,8.95,35066.0,0.363,87.0,0.47,Delayed,18
6867,Shopian,Male,rural,,Nano Entrepreneur,IT,JKBK033759,2023-04-27,1,1,1,0,0,0,0,,17.0,20.0,58.0,39.0,,,$23985,95529.0,12.0,6.75,,,82.0,0.63,On-time,0
6868,Kulgam,FEMALE,rural,Locomotor,Existing Enterprise,Retail,JKBK091679,As on Feb 2026,1,1,0,1,1,0,0,36.0,9.0,39.0,95.0,29.0,208.0,594485,4707523,51760.0,24.0,6.94,,,6.0,0.56,ONTIME,154
6869,Reasi,male ,urban ,Visual,nano entrepreneur,IT,JKBK067164,27/8/2021,1,1,1,1,1,0,0,,71.0,21.0,38.0,39.0,,$5824,₹3035339,40645.0,24.0,7.74,,,,0.54,On-time,71
6870,Budgam,Other,rural,Multiple,Nano Entrepreneur,Services,JKBK098626,2-20-2026,1,1,1,1,1,1,1,39.0,66.0,46.0,,28.0,,$41966,₹3779951,62608.0,24.0,13.96,16937.0,0.271,,0.25,ONTIME,157
6871,Ganderbal,Other,urban ,,nano entrepreneur,Agri,JKBK065206,2021-04-01,1,1,0,1,0,0,0,36.0,71.0,26.0,22.0,34.0,189.0,₹523476,$1061,113963.0,48.0,11.29,,,53.0,0.83,late,0
6872,Anantnag,Female,Rural,Visual,Existing enterprise,IT,JKBK033421,28/2/2023,1,1,0,1,1,0,0,5.0,19.0,37.0,81.0,,,,₹6152055,96288.0,12.0,9.79,,,38.0,0.39,Delayed,0
6873,Srinagar,Female,,Multiple,MSME Sunrise Sector,Retail,JKBK041524,,1,1,0,1,1,1,1,35.0,89.0,57.0,19.0,22.0,222.0,4193988,₹6346596,53805.0,18.0,10.54,14467.0,0.269,5.0,0.83,On-time,126
6874,Udhampur,,Rural,None,Existing Enterprise,Services,JKBK077806,4-10-2021,1,1,0,1,0,0,0,3.0,58.0,7.0,94.0,,,,5874551,117310.0,48.0,12.68,,,54.0,0.99,,160
6875,Budgam,FEMALE,Urban,Hearing,Nano Entrepreneur,Services,JKBK034182,25/12/2023,1,1,1,0,0,0,0,24.0,,28.0,38.0,21.0,,,3561519,104781.0,12.0,9.06,,,59.0,0.91,late,0
6876,Anantnag,male ,urban ,,Existing Enterprise,IT,JKBK033759,,1,1,0,1,1,0,0,29.0,40.0,32.0,16.0,20.0,137.0,,,99151.0,24.0,,,,90.0,0.18,,0
6877,Pulwama,FEMALE,,Hearing,Existing enterprise,,JKBK031300,,1,1,0,0,0,0,0,38.0,89.0,,95.0,17.0,,,2046k INR,32603.0,48.0,7.6,,,94.0,0.32,late,0
6878,Poonch,Female,,Locomotor,Existing enterprise,Services,JKBK010690,As on Feb 2026,1,1,1,1,0,0,0,32.0,,17.0,,36.0,,3579k INR,₹6386416,61723.0,36.0,6.97,,,40.0,0.1,late,0
6879,Ganderbal,male ,Urban,Hearing,nano entrepreneur,Retail,JKBK016664,As on Feb 2026,1,1,0,1,1,0,0,15.0,29.0,25.0,38.0,36.0,143.0,₹1018588,1826184,58679.0,18.0,7.59,,,,0.24,,0
6880,Samba,Female,Rural,Visual,,Healthcare,JKBK048520,As on Feb 2026,1,1,1,1,1,0,0,26.0,32.0,47.0,,33.0,,1688k INR,$12498,97921.0,12.0,13.25,,,81.0,0.52,Delayed,0
6881,Srinagar,FEMALE,Urban,NA,Nano Entrepreneur,Retail,JKBK045668,9/12/2021,1,1,0,1,1,0,0,11.0,,21.0,,14.0,,₹2136216,,90940.0,36.0,12.12,,,11.0,0.97,late,0
6882,Kishtwar,male ,urban ,Visual,MSME Sunrise Sector,Agri,JKBK020035,7-26-2026,1,1,1,1,0,0,0,17.0,48.0,60.0,7.0,38.0,170.0,$20626,,65181.0,60.0,11.35,,,78.0,0.16,late,162
6883,Ramban,,urban ,None,MSME Sunrise Sector,Agri,JKBK012110,16/3/2021,1,1,1,0,0,0,0,14.0,5.0,28.0,80.0,36.0,163.0,$15356,6387k INR,55764.0,60.0,8.54,,,100.0,0.28,late,0
6884,Kishtwar,Female,Urban,Multiple,MSME Sunrise Sector,,JKBK066668,5-11-2025,1,1,0,1,1,0,0,17.0,75.0,33.0,87.0,25.0,237.0,1225593,$19303,93017.0,36.0,12.44,,,23.0,0.48,On-time,93
6885,Kishtwar,male ,Urban,None,,Retail,JKBK020870,,1,0,1,1,1,0,0,14.0,13.0,18.0,69.0,39.0,153.0,,₹211249,95115.0,36.0,7.57,,,58.0,0.39,late,0
6886,Budgam,male ,,Visual,Existing enterprise,,JKBK054442,12-11-2022,1,1,0,0,0,0,0,7.0,73.0,55.0,99.0,14.0,248.0,1191855,₹844869,18130.0,24.0,6.52,,,67.0,0.64,,0
6887,Reasi,Female,,Multiple,,IT,JKBK036491,26/7/2021,1,1,1,0,0,0,0,16.0,64.0,9.0,18.0,23.0,130.0,965k INR,₹1265131,112811.0,48.0,12.62,,,27.0,0.97,Default,0
6888,Ramban,,Rural,None,,Services,JKBK097343,2022-10-13,1,1,0,1,1,1,1,3.0,77.0,4.0,39.0,15.0,138.0,2179k INR,,67895.0,24.0,6.9,25233.0,0.372,58.0,0.3,ONTIME,0
6889,Rajouri,FEMALE,Urban,Hearing,Existing Enterprise,,JKBK082149,As on Feb 2026,1,1,0,1,1,0,0,19.0,72.0,54.0,54.0,15.0,214.0,$23429,2037061,55654.0,12.0,,,,49.0,0.36,On-time,0
6890,Ramban,Male,,Multiple,MSME Sunrise Sector,,JKBK079413,As on Feb 2026,1,1,1,1,1,0,0,20.0,60.0,32.0,,22.0,,$23206,2382k INR,118733.0,18.0,10.21,,,80.0,0.35,On-time,29
6891,Doda,Male,,,Existing Enterprise,Healthcare,JKBK032602,11-12-2022,1,1,0,1,1,1,1,11.0,9.0,51.0,,4.0,,,$15124,60680.0,24.0,8.28,16176.0,0.267,22.0,0.9,Delayed,0
6892,Udhampur,Male,urban ,None,Existing Enterprise,IT,JKBK086231,,1,1,0,0,0,0,0,,30.0,13.0,69.0,44.0,,2222k INR,$18171,12866.0,18.0,7.49,,,,0.1,On-time,140
6893,Shopian,male ,Urban,Hearing,nano entrepreneur,Agri,JKBK069040,As on Feb 2026,1,1,0,1,1,0,0,6.0,65.0,42.0,119.0,27.0,259.0,₹1271170,,,,,,,10.0,0.93,Default,0
6894,Jammu,male ,Urban,NA,,Agri,JKBK080317,1-16-2023,1,1,0,1,1,0,0,26.0,89.0,13.0,65.0,38.0,231.0,2487k INR,5717k INR,15385.0,36.0,14.16,,,58.0,0.85,On-time,156
6895,Anantnag,Male,rural,,Nano Entrepreneur,Manufacturing,JKBK027223,As on Feb 2026,1,1,0,0,0,0,0,28.0,18.0,41.0,100.0,30.0,217.0,4205722,$4301,107987.0,,7.98,,,47.0,0.64,ONTIME,0
6896,Kulgam,Female,rural,Multiple,Nano Entrepreneur,IT,JKBK083736,11/8/2021,1,1,1,0,0,0,0,,61.0,37.0,,32.0,,4792k INR,$5880,69673.0,12.0,10.76,,,,0.6,On-time,0
6897,Srinagar,FEMALE,Rural,Visual,Existing Enterprise,Healthcare,JKBK074867,As on Feb 2026,1,1,0,1,1,0,0,4.0,38.0,5.0,49.0,35.0,131.0,3222261,,76826.0,36.0,8.15,,,75.0,0.64,late,153
6898,Bandipora,Other,,,Nano Entrepreneur,Tourism,JKBK065566,As on Feb 2026,1,1,0,1,1,1,0,40.0,52.0,43.0,44.0,8.0,187.0,3968k INR,5884k INR,,48.0,7.86,,,61.0,0.58,,22
6899,Kishtwar,FEMALE,urban ,Locomotor,MSME Sunrise Sector,Healthcare,JKBK060322,7/9/2021,1,1,0,1,1,1,1,,21.0,7.0,,,,$34276,₹4884714,101340.0,18.0,9.45,25152.0,0.248,96.0,0.17,Default,0
6900,Budgam,,urban ,Locomotor,MSME Sunrise Sector,Agri,JKBK067956,As on Feb 2026,1,1,0,1,1,0,0,31.0,27.0,43.0,111.0,18.0,230.0,647176,$13733,103762.0,12.0,11.54,,,69.0,0.63,,0
6901,Bandipora,,,None,Nano Entrepreneur,IT,JKBK040778,As on Feb 2026,1,1,1,1,1,0,0,7.0,76.0,20.0,34.0,4.0,141.0,401698,$30306,9266.0,18.0,6.93,,,53.0,0.96,late,0
6902,Samba,Female,Rural,Multiple,Existing enterprise,Services,JKBK025665,As on Feb 2026,1,1,1,1,1,1,0,2.0,57.0,,,17.0,,₹4315735,$26992,88478.0,12.0,9.24,18726.0,0.212,90.0,,,0
6903,Pulwama,male ,Urban,Multiple,,Tourism,JKBK059505,1-10-2024,1,1,1,0,0,0,0,28.0,66.0,22.0,104.0,35.0,255.0,₹4095226,6864215,44746.0,24.0,11.44,,,36.0,0.26,,0
6904,Rajouri,Male,,Locomotor,Existing enterprise,,JKBK020870,10/12/2023,1,1,1,1,1,1,1,25.0,37.0,32.0,10.0,43.0,147.0,,,16061.0,12.0,8.78,2521.0,0.157,57.0,0.27,Default,116
6905,Kathua,Female,,Locomotor,Nano Entrepreneur,Healthcare,JKBK034398,21/7/2024,1,1,0,1,1,0,0,37.0,69.0,58.0,82.0,,,3599737,,39554.0,18.0,11.84,,,42.0,0.03,Default,0
6906,Doda,,urban ,Multiple,Existing Enterprise,Retail,JKBK098626,As on Feb 2026,1,1,0,1,1,1,1,1.0,82.0,14.0,81.0,,,$32757,1338823,22161.0,18.0,9.03,7775.0,0.351,35.0,0.57,,0
6907,Anantnag,Male,Urban,Locomotor,Nano Entrepreneur,IT,JKBK094497,6-21-2022,1,1,0,0,0,0,0,14.0,37.0,37.0,78.0,10.0,176.0,$4159,$35146,33554.0,24.0,13.94,,,88.0,0.9,,0
6908,Kupwara,Male,,None,MSME Sunrise Sector,Services,JKBK048329,,1,1,0,1,0,0,0,22.0,46.0,,68.0,13.0,,₹2815009,5546k INR,69677.0,12.0,11.4,,,86.0,0.5,late,0
6909,Doda,Male,urban ,,MSME Sunrise Sector,IT,JKBK084959,5/6/2021,1,1,0,1,1,1,1,12.0,,50.0,99.0,4.0,,1896283,,68666.0,24.0,11.44,12017.0,0.175,12.0,0.28,Delayed,0
6910,Anantnag,male ,urban ,None,Existing Enterprise,Services,JKBK023085,2025-08-04,1,1,1,0,0,0,0,10.0,29.0,48.0,89.0,,,$37229,2915910,63985.0,,12.15,,,70.0,0.63,Delayed,0
6911,Pulwama,male ,Urban,None,Existing enterprise,,JKBK058342,As on Feb 2026,1,1,0,1,1,1,1,25.0,63.0,5.0,77.0,12.0,182.0,1170k INR,6046k INR,74373.0,,8.37,,,72.0,0.82,On-time,0
6912,Anantnag,Female,,,nano entrepreneur,Manufacturing,JKBK094497,2021-01-25,1,1,0,1,1,1,1,13.0,86.0,33.0,95.0,18.0,245.0,4996k INR,$7842,119068.0,48.0,10.5,17989.0,0.151,71.0,0.64,late,0
6913,Ganderbal,Other,rural,Locomotor,,IT,JKBK037043,,1,1,0,0,0,0,0,19.0,8.0,19.0,18.0,,,4096437,₹3457819,107618.0,,14.42,,,36.0,0.94,,0
6914,Bandipora,male ,,,Existing Enterprise,Services,JKBK032713,As on Feb 2026,1,1,0,0,0,0,0,15.0,32.0,25.0,21.0,32.0,125.0,₹712394,,46562.0,24.0,7.14,,,13.0,0.72,On-time,0
6915,Jammu,Male,Urban,Multiple,nano entrepreneur,Manufacturing,JKBK027614,As on Feb 2026,1,1,0,0,0,0,0,15.0,84.0,37.0,63.0,33.0,232.0,₹2825772,6027k INR,106191.0,12.0,9.56,,,42.0,0.5,,0
6916,Kupwara,Male,Urban,None,MSME Sunrise Sector,Retail,JKBK083736,12-6-2024,1,1,0,1,0,0,0,27.0,36.0,53.0,94.0,37.0,247.0,₹4961992,,48519.0,24.0,10.2,,,12.0,0.87,ONTIME,75
6917,Kishtwar,Female,urban ,Visual,Existing enterprise,Healthcare,JKBK091122,12-4-2021,1,1,1,1,1,0,0,38.0,69.0,17.0,65.0,43.0,232.0,,₹4974128,73296.0,12.0,7.23,,,53.0,0.89,late,85
6918,Kishtwar,male ,urban ,Locomotor,MSME Sunrise Sector,IT,JKBK040914,As on Feb 2026,1,1,1,0,0,0,0,14.0,51.0,37.0,31.0,,,95k INR,₹3536811,69684.0,36.0,8.88,,,82.0,0.73,ONTIME,32
6919,Udhampur,Male,Rural,NA,Nano Entrepreneur,Manufacturing,JKBK060025,,1,1,0,1,1,1,1,6.0,46.0,34.0,82.0,,,$4761,4409k INR,85312.0,60.0,11.64,24063.0,0.282,42.0,0.61,late,0
6920,Udhampur,Other,rural,NA,Nano Entrepreneur,Services,JKBK027223,,1,1,1,1,1,0,0,1.0,,25.0,31.0,29.0,,₹2935879,₹2597187,97236.0,24.0,11.95,,,10.0,0.15,Delayed,117
6921,Kulgam,FEMALE,rural,Visual,nano entrepreneur,Retail,JKBK065453,,1,1,0,1,1,1,1,23.0,65.0,43.0,72.0,13.0,216.0,244k INR,₹5116207,46267.0,36.0,11.26,17867.0,0.386,56.0,0.11,ONTIME,0
6921,Srinagar,FEMALE,rural,Locomotor,nano entrepreneur,Retail,JKBK072736,As on Feb 2026,1,1,0,1,1,0,0,,45.0,20.0,33.0,12.0,,$35401,,101429.0,60.0,6.79,,,42.0,0.41,Delayed,0
6923,Kulgam,Female,Rural,,MSME Sunrise Sector,Tourism,JKBK080279,4-26-2021,1,1,0,0,0,0,0,31.0,,28.0,16.0,31.0,,₹406821,3150k INR,10507.0,60.0,9.75,,,14.0,0.43,,99
6924,Kulgam,FEMALE,Rural,Visual,nano entrepreneur,Healthcare,JKBK058342,,1,1,1,1,1,0,0,20.0,54.0,,,18.0,,657k INR,$44131,67568.0,36.0,10.09,,,66.0,0.43,late,0
6925,Reasi,Female,Urban,None,Existing Enterprise,Healthcare,JKBK094939,2/12/2025,1,1,1,1,1,0,0,39.0,11.0,31.0,66.0,9.0,156.0,3631647,5825477,,,9.68,,,54.0,0.74,On-time,0
6926,Samba,Male,Urban,NA,Existing enterprise,,JKBK040914,2/1/2021,1,1,0,0,0,0,0,8.0,25.0,3.0,,15.0,,2945539,$55759,39462.0,60.0,14.03,,,11.0,0.02,,0
6927,Ganderbal,Other,urban ,NA,nano entrepreneur,,JKBK033421,2022-01-22,1,1,0,1,1,0,0,34.0,77.0,,32.0,44.0,,₹3819830,₹4509337,,36.0,8.9,,,,0.22,Default,75
6928,Jammu,Male,urban ,Locomotor,Existing enterprise,Manufacturing,JKBK034398,2021-06-10,1,1,1,0,0,0,0,22.0,81.0,30.0,18.0,25.0,176.0,,₹2318114,87735.0,18.0,7.93,,,39.0,0.99,Delayed,36
6929,Ganderbal,Male,urban ,,Existing enterprise,Agri,JKBK027983,As on Feb 2026,1,1,0,0,0,0,0,,64.0,33.0,87.0,36.0,,,,52397.0,36.0,13.9,,,58.0,0.67,Default,0
6930,Srinagar,Male,Urban,,Existing Enterprise,Manufacturing,JKBK059796,5/9/2022,1,1,0,1,1,1,1,14.0,69.0,35.0,101.0,,,2200k INR,1837517,58722.0,18.0,11.59,22373.0,0.381,7.0,0.62,ONTIME,0
6931,Bandipora,Female,Urban,Locomotor,Existing Enterprise,Healthcare,JKBK074274,1/3/2021,1,1,0,1,0,0,0,4.0,33.0,43.0,56.0,40.0,176.0,$3050,,71091.0,12.0,13.47,,,49.0,0.78,,0
6932,Poonch,Female,rural,Multiple,MSME Sunrise Sector,Healthcare,JKBK021038,As on Feb 2026,1,1,1,1,1,0,0,24.0,50.0,5.0,105.0,34.0,218.0,4265k INR,3117699,30005.0,12.0,7.19,,,41.0,0.68,Delayed,68
6933,Kulgam,FEMALE,rural,Hearing,,Services,JKBK049116,As on Feb 2026,1,1,1,0,0,0,0,,7.0,60.0,27.0,7.0,,$49505,₹4779690,12921.0,48.0,9.51,,,21.0,0.64,Delayed,0
6934,Pulwama,FEMALE,rural,None,nano entrepreneur,Manufacturing,JKBK061718,2024-06-19,1,1,0,0,0,0,0,,30.0,5.0,93.0,33.0,,,$51545,53284.0,48.0,13.86,,,69.0,0.7,late,0
6935,Reasi,,Urban,Multiple,Existing Enterprise,Healthcare,JKBK045668,9/12/2021,1,1,1,1,1,1,1,11.0,37.0,16.0,109.0,42.0,215.0,,2283k INR,75433.0,48.0,9.31,22800.0,0.302,,0.87,ONTIME,0
6936,Shopian,Female,urban ,Visual,,Services,JKBK016185,23/5/2026,1,1,0,1,1,0,0,,84.0,44.0,29.0,,,₹4238190,$27178,18597.0,24.0,11.66,,,75.0,0.88,,0
6937,Pulwama,Male,urban ,Hearing,nano entrepreneur,IT,JKBK061699,17/10/2026,1,1,0,1,1,0,0,39.0,87.0,50.0,77.0,,,4062k INR,2836043,90078.0,24.0,11.59,,,49.0,0.37,,0
6938,Anantnag,Female,,Multiple,Nano Entrepreneur,Retail,JKBK093764,12-21-2026,1,1,1,1,1,0,0,22.0,5.0,47.0,87.0,40.0,201.0,1251384,3102k INR,39558.0,12.0,8.22,,,86.0,0.01,,0
6939,Jammu,Female,Urban,Multiple,nano entrepreneur,Healthcare,JKBK029219,14/5/2022,1,1,0,1,1,1,1,21.0,,34.0,64.0,44.0,,3645k INR,,62693.0,36.0,7.87,13600.0,0.217,79.0,0.9,Delayed,0
6940,Kupwara,Female,urban ,None,Existing Enterprise,Tourism,JKBK038007,As on Feb 2026,1,1,1,1,1,0,0,16.0,9.0,45.0,46.0,24.0,140.0,$2574,,21399.0,48.0,13.65,,,89.0,0.65,Delayed,38
6941,Shopian,Male,urban ,,Nano Entrepreneur,Retail,JKBK091592,1-18-2025,1,1,0,0,0,0,0,37.0,80.0,3.0,107.0,45.0,272.0,$29586,,80694.0,36.0,9.18,,,,0.3,ONTIME,0
6942,Anantnag,,rural,Visual,Existing enterprise,Services,JKBK019317,25/2/2026,1,1,1,1,1,1,1,11.0,63.0,51.0,28.0,12.0,165.0,1032480,3503k INR,78307.0,,6.95,,,,0.09,ONTIME,0
6943,Ramban,Male,,None,Existing enterprise,Services,JKBK011525,,1,0,0,1,1,1,1,,34.0,52.0,74.0,32.0,,$33217,3469327,8204.0,12.0,8.52,1726.0,0.21,65.0,0.66,ONTIME,0
6944,Ganderbal,FEMALE,,Multiple,nano entrepreneur,,JKBK035901,10-10-2025,1,1,0,0,0,0,0,40.0,47.0,25.0,11.0,10.0,133.0,4220482,4390299,105715.0,36.0,6.5,,,98.0,,ONTIME,0
6945,Ganderbal,Female,rural,Locomotor,Nano Entrepreneur,Retail,JKBK099411,,1,1,1,1,1,1,1,36.0,78.0,36.0,81.0,,,1067927,5057503,65760.0,,14.33,,,100.0,0.96,,0
6946,Ramban,Other,,NA,Existing enterprise,Manufacturing,JKBK088041,7-2-2025,1,1,0,0,0,0,0,21.0,60.0,,105.0,37.0,,1213242,$4477,57583.0,48.0,13.02,,,59.0,0.75,On-time,0
6947,Pulwama,Male,Rural,Locomotor,Existing Enterprise,IT,JKBK050046,10/4/2022,1,1,0,1,0,0,0,21.0,8.0,20.0,62.0,14.0,125.0,1308906,734493,16244.0,48.0,7.67,,,52.0,0.44,late,0
6948,Ramban,FEMALE,,None,nano entrepreneur,Agri,JKBK061970,As on Feb 2026,1,1,1,1,1,0,0,31.0,59.0,13.0,68.0,27.0,198.0,$15165,$3835,86411.0,18.0,10.91,,,1.0,0.59,late,147
6949,Poonch,Male,Urban,Visual,Existing Enterprise,Tourism,JKBK067815,3-11-2025,1,1,1,0,0,0,0,21.0,80.0,19.0,105.0,5.0,230.0,,₹2781722,12824.0,36.0,8.36,,,99.0,,Default,92
6950,Bandipora,FEMALE,Rural,None,Existing enterprise,Services,JKBK029049,2025-04-14,1,1,0,1,0,0,0,15.0,75.0,31.0,75.0,40.0,236.0,,658793,101527.0,,10.51,,,67.0,0.01,ONTIME,70
6951,Kishtwar,,,Locomotor,Existing enterprise,Services,JKBK072127,,1,1,1,1,1,0,0,,35.0,15.0,100.0,,,$5691,₹1142404,9862.0,18.0,8.31,,,38.0,0.88,,32
6952,Poonch,male ,,,MSME Sunrise Sector,Agri,JKBK077989,14/11/2026,1,1,1,0,0,0,0,1.0,27.0,,105.0,26.0,,2481k INR,₹6023616,85213.0,24.0,12.5,,,27.0,0.14,Delayed,0
6953,Kupwara,Other,Urban,Locomotor,Existing enterprise,IT,JKBK029219,,1,1,0,1,0,0,0,7.0,86.0,21.0,98.0,,,,,108472.0,,9.27,,,30.0,0.34,,0
6954,Jammu,,urban ,Multiple,Existing enterprise,Healthcare,JKBK010690,21/9/2026,1,1,0,1,1,0,0,16.0,45.0,42.0,113.0,12.0,228.0,$24366,,48224.0,36.0,13.61,,,76.0,0.06,late,0
6955,Baramulla,Other,,Multiple,Existing enterprise,IT,JKBK012710,23/8/2025,1,1,1,1,1,1,1,5.0,20.0,50.0,50.0,40.0,165.0,₹4031001,3985585,,60.0,9.71,,,80.0,0.43,late,0
6956,Udhampur,,Urban,Multiple,,Retail,JKBK036890,3-3-2022,1,1,1,1,1,0,0,39.0,15.0,39.0,47.0,,,3337k INR,,105550.0,60.0,14.1,,,66.0,0.02,Delayed,0
6957,Budgam,Other,Rural,,,Retail,JKBK026095,19/2/2024,1,1,0,1,1,0,0,,54.0,44.0,28.0,30.0,,$17844,₹5750239,70169.0,36.0,11.48,,,,0.81,,62
6958,Jammu,Other,Urban,,,,JKBK025453,As on Feb 2026,1,1,1,1,1,1,1,6.0,26.0,29.0,115.0,25.0,201.0,,$58303,85419.0,12.0,11.28,14494.0,0.17,70.0,0.09,late,114
6959,Reasi,Other,urban ,,Nano Entrepreneur,Tourism,JKBK033759,10/8/2025,1,1,0,1,1,0,0,35.0,19.0,25.0,62.0,14.0,155.0,,5637037,101101.0,,11.89,,,10.0,0.1,Delayed,0
6960,Doda,male ,rural,,,IT,JKBK086887,2025-08-24,1,1,1,1,1,0,0,16.0,7.0,21.0,43.0,13.0,100.0,2167527,₹1608310,18826.0,36.0,9.91,,,65.0,0.26,,0
6961,Reasi,Other,Rural,Hearing,Existing Enterprise,Services,JKBK073299,2023-05-12,1,1,1,1,1,0,0,36.0,49.0,33.0,19.0,21.0,158.0,₹1744360,$18853,,24.0,8.24,,,,0.17,,0
6962,Jammu,male ,Urban,Locomotor,nano entrepreneur,IT,JKBK027436,7-17-2022,1,1,1,1,1,1,1,21.0,5.0,29.0,73.0,4.0,132.0,₹3959243,5776k INR,71218.0,18.0,11.77,28236.0,0.396,37.0,0.55,On-time,139
6963,Bandipora,,urban ,Hearing,Nano Entrepreneur,Manufacturing,JKBK099411,2023-04-17,1,1,1,1,1,0,0,22.0,82.0,27.0,,,,₹1549959,2751132,111240.0,24.0,12.96,,,47.0,0.01,late,0
6964,Bandipora,FEMALE,Rural,None,Nano Entrepreneur,Services,JKBK049169,2025-08-14,1,1,1,1,1,0,0,10.0,72.0,54.0,68.0,,,3259718,₹617688,44972.0,24.0,12.01,,,34.0,0.79,On-time,131
6965,Rajouri,Male,rural,Hearing,Nano Entrepreneur,Manufacturing,JKBK028441,10/8/2023,1,1,0,0,0,0,0,9.0,,21.0,36.0,,,₹1664543,,38867.0,24.0,13.34,,,51.0,0.97,Default,0
6966,Doda,FEMALE,,NA,Nano Entrepreneur,Healthcare,JKBK022929,,1,0,1,1,1,0,0,24.0,9.0,15.0,,2.0,,,$24614,108101.0,48.0,13.41,,,36.0,,On-time,95
6967,Poonch,male ,urban ,Visual,Existing Enterprise,Manufacturing,JKBK016664,,1,1,1,1,1,0,0,29.0,21.0,27.0,40.0,26.0,143.0,797k INR,3040771,73951.0,12.0,12.07,,,12.0,0.99,Default,0
6968,Jammu,male ,Rural,Visual,,Healthcare,JKBK080279,12-20-2021,1,1,0,1,1,1,1,14.0,5.0,10.0,88.0,5.0,122.0,,5441789,85251.0,12.0,9.71,21089.0,0.247,85.0,0.02,ONTIME,0
