Application ID,Cleaned District Name,Gender,Cleaned Gender,Residential Type,Cleaned Residential Type,Specially Abled Type,Cleaned Specially Abled Type,Enterprise Type,Cleaned Enterprise Type,Sector,Cleaned Sector,IFSC Code,Application Date,Cleaned Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Cleaned Days_to_BHD_Verification,Days_to_SBDU_Verification,Cleaned Days_to_SBDU_Verification,Days_to_DLIC_Approval,Cleaned Days_to_DLIC_Approval,Days_to_Bank_Sanction,Cleaned Days_to_Bank_Sanction,Days_to_Disbursement,Cleaned Days_to_Disbursement,Total_TAT_Days,Cleaned Total_TAT_Days,Loan Amount (Mixed Units),Cleaned Loan Amount (Mixed Units),Project Cost (Mixed Units),Project Cost,Applicant_Monthly_Income,Cleaned Applicant_Monthly_Income,Loan_Tenure_Months,Clean Loan_Tenure_Months,Interest_Rate_%,Clean Interest_Rate_%,EMI_Amount,Clean EMI_Amount,EMI_to_Income_Ratio,Clean EMI_to_Income_Ratio,Risk_Score,Clean Risk_Score,Credit_Eligibility_Score,Clean Credit_Eligibility_Score,Repayment_Status,Clean Repayment_Status,Days_Overdue
6673,Ramban,male,Male,Rural,Rural,None,Na,Existing enterprise,Existing Enterprise,Services,Services,JKBK074576,5-23-2025,May 2025,1,1,0,1,1,0,0,31,31,13,13,22,22,13,13,19,19,98,98,4402k INR,"₹4,402,000.00",4051673,"₹4,051,673.00",16264,16264,12,12,10.45,10.45,,NA,,NA,27,27,0.86,0.86,On-time,NA,0
6674,Baramulla,Other,Other,Rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK073299,7/6/2022,Jul 2022,1,1,1,1,1,0,0,5,5,84,84,42,42,41,41,13,13,185,185,2126k INR,"₹2,126,000.00",,NA,109620,109620,60,60,12.95,12.95,,NA,,NA,94,94,0.85,0.85,Default,Default,0
6675,Jammu,male,Male,rural,Rural,,Na,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK092433,5-15-2025,May 2025,1,1,0,0,0,0,0,38,38,77,77,15,15,95,95,40,40,265,265,2616k INR,"₹2,616,000.00",2295k INR,"₹2,295,000.00",,NA,18,18,12.74,12.74,,NA,,NA,45,45,0.91,0.91,Default,Default,0
6676,Bandipora,Female,Female,Urban,Urban,NA,Na,Nano Entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK043629,2025-11-23,Nov 2025,1,0,1,1,0,0,0,13,13,49,49,32,32,,NA,24,24,,NA,2117k INR,"₹2,117,000.00",2761k INR,"₹2,761,000.00",58542,58542,,NA,9.88,9.88,,NA,,NA,97,97,0.11,0.11,late,Late,0
6677,Doda,male,Male,rural,Rural,Multiple,Multiple,,NA,Healthcare,Healthcare,JKBK086898,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,34,34,56,56,7,7,91,91,15,15,203,203,"$47,498","₹4,274,820.00",₹1915307,"₹1,915,307.00",,NA,24,24,14.32,14.32,,NA,,NA,100,100,0.27,0.27,On-time,NA,0
6678,Baramulla,,NA,Urban,Urban,None,Na,Existing enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK025453,,NA,1,1,0,0,0,0,0,,NA,9,9,8,8,48,48,9,9,,NA,,₹0.00,3714862,"₹3,714,862.00",67494,67494,60,60,10.03,10.03,,NA,,NA,16,16,0.08,0.08,,NA,0
6679,Pulwama,FEMALE,Female,,NA,,Na,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK059505,26/3/2024,Mar 2024,1,1,0,0,0,0,0,,NA,66,66,27,27,107,107,45,45,,NA,"$16,009","₹1,440,810.00",4446k INR,"₹4,446,000.00",62226,62226,48,48,8.01,8.01,,NA,,NA,77,77,0.83,0.83,Delayed,Delayed,0
6680,Jammu,Female,Female,Urban,Urban,Visual,Visual,,NA,Retail,Retail,JKBK086027,,NA,1,1,0,1,1,1,1,1,1,30,30,35,35,31,31,30,30,127,127,"$46,928","₹4,223,520.00",833940,"₹833,940.00",115374,115374,18,18,12.52,12.52,33987,33987,0.295,0.295,56,56,0.43,0.43,late,Late,0
6681,Srinagar,male,Male,rural,Rural,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK034482,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,15,15,83,83,22,22,50,50,3,3,173,173,"$10,317","₹928,530.00",2121424,"₹2,121,424.00",107309,107309,18,18,8.98,8.98,40516,40516,0.378,0.378,82,82,0.14,0.14,Default,Default,0
6682,Ramban,Male,Male,Urban,Urban,,Na,Existing enterprise,Existing Enterprise,,NA,JKBK011630,2-22-2024,Feb 2024,1,1,1,0,0,0,0,11,11,,NA,,NA,30,30,33,33,,NA,"$4,919","₹442,710.00","$23,665","₹2,129,850.00",44385,44385,60,60,9.13,9.13,,NA,,NA,42,42,0.27,0.27,ONTIME,On-Time,0
6683,Jammu,,NA,Urban,Urban,Hearing,Hearing,,NA,Retail,Retail,JKBK054442,18/4/2025,Apr 2025,1,1,0,0,0,0,0,7,7,45,45,50,50,,NA,38,38,,NA,1284k INR,"₹1,284,000.00",,NA,23361,23361,12,12,8.81,8.81,,NA,,NA,5,5,0.57,0.57,On-time,NA,0
6684,Jammu,Other,Other,Urban,Urban,Visual,Visual,,NA,Tourism,Tourism,JKBK079413,,NA,1,1,0,1,1,0,0,34,34,81,81,16,16,43,43,14,14,188,188,2408460,"₹2,408,460.00",133k INR,"₹133,000.00",,NA,18,18,13.94,13.94,,NA,,NA,20,20,0.48,0.48,Delayed,Delayed,0
6685,Budgam,Male,Male,Rural,Rural,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,IT,IT,JKBK093771,2021-06-28,Jun 2021,1,1,0,1,1,1,1,10,10,72,72,17,17,40,40,21,21,160,160,1669k INR,"₹1,669,000.00",4048k INR,"₹4,048,000.00",9716,9716,36,36,9.66,9.66,2422,2422,0.249,0.249,23,23,0.87,0.87,Delayed,Delayed,0
6686,Udhampur,FEMALE,Female,Urban,Urban,Hearing,Hearing,,NA,IT,IT,JKBK015811,23/10/2021,Oct 2021,1,1,0,0,0,0,0,,NA,83,83,30,30,92,92,6,6,,NA,₹2156710,"₹2,156,710.00","$55,111","₹4,959,990.00",25011,25011,60,60,13.29,13.29,,NA,,NA,71,71,0.53,0.53,Default,Default,0
6687,Ramban,Female,Female,Rural,Rural,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Services,Services,JKBK062055,2024-10-06,Oct 2024,1,1,1,1,1,1,1,21,21,,NA,36,36,115,115,37,37,,NA,"$18,812","₹1,693,080.00",2499k INR,"₹2,499,000.00",,NA,24,24,8.19,8.19,,NA,,NA,22,22,0.9,0.9,,NA,146
6688,Rajouri,Male,Male,urban,Urban,NA,Na,Nano Entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK077989,As on Feb 2026,Feb 2026,1,1,1,0,0,0,0,,NA,,NA,,NA,113,113,,NA,,NA,3419440,"₹3,419,440.00",6333864,"₹6,333,864.00",,NA,48,48,14.16,14.16,,NA,,NA,34,34,0.6,0.6,late,Late,132
6689,Bandipora,Male,Male,urban,Urban,NA,Na,Existing Enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK025091,19/6/2023,Jun 2023,1,1,1,0,0,0,0,30,30,,NA,,NA,92,92,6,6,,NA,"$31,341","₹2,820,690.00",₹1659229,"₹1,659,229.00",90878,90878,36,36,13.63,13.63,,NA,,NA,61,61,0.17,0.17,Delayed,Delayed,0
6690,Poonch,FEMALE,Female,urban,Urban,Visual,Visual,nano entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK078062,,NA,1,1,1,1,0,0,0,11,11,18,18,5,5,20,20,23,23,77,77,673104,"₹673,104.00",,NA,116280,116280,36,36,8.58,8.58,,NA,,NA,92,92,0.31,0.31,,NA,0
6691,Baramulla,Male,Male,urban,Urban,Hearing,Hearing,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK062215,2022-02-07,Feb 2022,1,1,0,1,1,1,0,33,33,85,85,48,48,101,101,33,33,300,300,,₹0.00,"$16,828","₹1,514,520.00",16152,16152,36,36,8.11,8.11,5433,5433,0.336,0.336,84,84,0.15,0.15,Default,Default,0
6692,Ganderbal,Female,Female,Urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,IT,IT,JKBK030255,,NA,1,1,0,1,1,1,1,40,40,,NA,7,7,59,59,27,27,,NA,4811k INR,"₹4,811,000.00",1402k INR,"₹1,402,000.00",49524,49524,12,12,9.13,9.13,16044,16044,0.324,0.324,85,85,0.49,0.49,late,Late,14
6693,Anantnag,Female,Female,Urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK037524,2024-09-06,Sep 2024,1,1,0,0,0,0,0,14,14,27,27,58,58,,NA,3,3,,NA,202486,"₹202,486.00",,NA,108934,108934,36,36,10.48,10.48,,NA,,NA,51,51,,NA,late,Late,0
6694,Udhampur,,NA,,NA,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Healthcare,Healthcare,JKBK098626,13/6/2022,Jun 2022,1,1,1,1,1,0,0,33,33,77,77,58,58,105,105,,NA,,NA,"$38,526","₹3,467,340.00",₹1934933,"₹1,934,933.00",17393,17393,12,12,13.04,13.04,,NA,,NA,,NA,0.69,0.69,On-time,NA,0
6695,Shopian,male,Male,Rural,Rural,None,Na,,NA,IT,IT,JKBK056439,16/4/2024,Apr 2024,1,1,0,0,0,0,0,38,38,5,5,60,60,76,76,23,23,202,202,₹3424336,"₹3,424,336.00",₹4841890,"₹4,841,890.00",108230,108230,,NA,7.56,7.56,,NA,,NA,18,18,0.31,0.31,Default,Default,0
6696,Anantnag,Other,Other,rural,Rural,,Na,Existing enterprise,Existing Enterprise,Agri,Agri,JKBK051814,1-15-2022,Jan 2022,1,1,1,0,0,0,0,5,5,77,77,7,7,,NA,20,20,,NA,₹342192,"₹342,192.00",292k INR,"₹292,000.00",61176,61176,18,18,,NA,,NA,,NA,91,91,0.16,0.16,ONTIME,On-Time,0
6697,Poonch,Male,Male,,NA,None,Na,Existing enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK089244,4/7/2025,Apr 2025,1,1,0,1,0,0,0,30,30,63,63,,NA,115,115,38,38,,NA,₹4790358,"₹4,790,358.00",₹4873599,"₹4,873,599.00",15791,15791,,NA,9.86,9.86,,NA,,NA,5,5,0.47,0.47,ONTIME,On-Time,0
6698,Kulgam,Female,Female,Rural,Rural,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK071097,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,3,3,83,83,14,14,116,116,14,14,230,230,4019k INR,"₹4,019,000.00",,NA,82133,82133,18,18,7.99,7.99,,NA,,NA,10,10,0.07,0.07,Delayed,Delayed,180
6699,Budgam,Male,Male,Urban,Urban,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK069621,,NA,1,1,0,1,1,0,0,4,4,61,61,6,6,101,101,,NA,,NA,929966,"₹929,966.00",613816,"₹613,816.00",13102,13102,60,60,6.52,6.52,,NA,,NA,36,36,0.45,0.45,ONTIME,On-Time,30
6700,Poonch,FEMALE,Female,urban,Urban,Hearing,Hearing,,NA,Healthcare,Healthcare,JKBK027983,17/11/2023,Nov 2023,1,1,0,1,1,1,0,35,35,15,15,,NA,46,46,14,14,,NA,2655815,"₹2,655,815.00","$53,610","₹4,824,900.00",84161,84161,12,12,10.04,10.04,24689,24689,0.293,0.293,18,18,0.34,0.34,Delayed,Delayed,0
6701,Budgam,Male,Male,urban,Urban,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Agri,Agri,JKBK038797,,NA,1,1,1,0,0,0,0,0,0,62,62,,NA,71,71,22,22,,NA,"$7,420","₹667,800.00",5739991,"₹5,739,991.00",116889,116889,,NA,14.48,14.48,,NA,,NA,3,3,0.72,0.72,Default,Default,8
6702,Baramulla,Female,Female,rural,Rural,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Services,Services,JKBK077806,2025-08-05,Aug 2025,1,1,1,1,1,0,0,11,11,45,45,23,23,62,62,19,19,160,160,,₹0.00,,NA,53477,53477,,NA,12.55,12.55,,NA,,NA,25,25,0.54,0.54,late,Late,0
6703,Baramulla,FEMALE,Female,urban,Urban,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK068857,2024-08-15,Aug 2024,1,1,0,1,1,0,0,21,21,31,31,41,41,95,95,20,20,208,208,"$40,601","₹3,654,090.00",1491298,"₹1,491,298.00",103607,103607,36,36,7.28,7.28,,NA,,NA,47,47,0.87,0.87,,NA,0
6704,Kathua,FEMALE,Female,Urban,Urban,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK074867,,NA,1,1,1,1,0,0,0,33,33,55,55,56,56,82,82,31,31,257,257,3207792,"₹3,207,792.00",3595k INR,"₹3,595,000.00",77883,77883,,NA,10.74,10.74,,NA,,NA,55,55,0.73,0.73,,NA,117
6705,Ganderbal,Female,Female,,NA,Multiple,Multiple,,NA,Healthcare,Healthcare,JKBK065431,2026-11-28,Nov 2026,1,1,0,1,1,1,1,36,36,60,60,19,19,75,75,13,13,203,203,1775718,"₹1,775,718.00",798653,"₹798,653.00",22494,22494,36,36,7.99,7.99,4699,4699,0.209,0.209,11,11,0.66,0.66,On-time,NA,0
6706,Kupwara,Other,Other,Urban,Urban,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK012532,12-19-2022,Dec 2022,1,1,0,1,1,1,1,21,21,63,63,,NA,86,86,,NA,,NA,,₹0.00,,NA,104712,104712,36,36,10.04,10.04,45235,45235,0.432,0.432,14,14,0.28,0.28,Delayed,Delayed,0
6707,Baramulla,male,Male,urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK081014,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,15,15,34,34,5,5,106,106,20,20,180,180,5980878,"₹5,980,878.00",4840063,"₹4,840,063.00",33509,33509,48,48,9.62,9.62,,NA,,NA,18,18,0.44,0.44,late,Late,0
6708,Ganderbal,Male,Male,rural,Rural,,Na,Existing enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK023744,11-28-2023,Nov 2023,1,1,0,1,1,0,0,12,12,,NA,8,8,36,36,,NA,,NA,3079k INR,"₹3,079,000.00","$12,801","₹1,152,090.00",62473,62473,24,24,,NA,,NA,,NA,1,1,0.54,0.54,Delayed,Delayed,137
6709,Shopian,Female,Female,Urban,Urban,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK061718,5/8/2024,May 2024,1,1,1,1,0,0,0,13,13,63,63,50,50,,NA,44,44,,NA,,₹0.00,₹2984903,"₹2,984,903.00",63780,63780,12,12,11.44,11.44,,NA,,NA,79,79,0.67,0.67,Delayed,Delayed,0
6710,Udhampur,Other,Other,,NA,Locomotor,Locomotor,,NA,IT,IT,JKBK067164,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,10,10,18,18,48,48,49,49,,NA,,NA,1721783,"₹1,721,783.00",6449346,"₹6,449,346.00",74263,74263,12,12,6.9,6.9,,NA,,NA,28,28,0.5,0.5,Delayed,Delayed,148
6711,Jammu,Other,Other,Rural,Rural,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK076866,2-18-2025,Feb 2025,1,1,0,1,1,0,0,39,39,44,44,20,20,71,71,4,4,178,178,₹1314598,"₹1,314,598.00",,NA,54801,54801,,NA,8.36,8.36,,NA,,NA,90,90,0.13,0.13,late,Late,0
6712,Kupwara,,NA,,NA,NA,Na,Existing Enterprise,Existing Enterprise,IT,IT,JKBK049533,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,39,39,14,14,20,20,,NA,30,30,,NA,₹1679768,"₹1,679,768.00",6617950,"₹6,617,950.00",33290,33290,48,48,14.39,14.39,,NA,,NA,50,50,0.84,0.84,On-time,NA,0
6713,Bandipora,Male,Male,,NA,NA,Na,,NA,Retail,Retail,JKBK073299,2021-07-28,Jul 2021,1,1,1,1,1,1,0,21,21,85,85,41,41,,NA,38,38,,NA,,₹0.00,"$20,196","₹1,817,640.00",68681,68681,48,48,11.68,11.68,14789,14789,0.215,0.215,52,52,0.56,0.56,late,Late,0
6714,Shopian,Female,Female,urban,Urban,,Na,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK089603,,NA,1,1,0,1,1,1,0,0,0,88,88,7,7,81,81,,NA,,NA,3510k INR,"₹3,510,000.00",2564747,"₹2,564,747.00",75470,75470,12,12,,NA,,NA,,NA,66,66,0.89,0.89,On-time,NA,0
6715,Kupwara,Other,Other,urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK083714,,NA,1,0,1,0,0,0,0,20,20,5,5,31,31,114,114,19,19,189,189,,₹0.00,,NA,118567,118567,60,60,12.13,12.13,,NA,,NA,64,64,0.19,0.19,late,Late,0
6716,Samba,Female,Female,,NA,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK066239,2024-04-17,Apr 2024,1,1,1,0,0,0,0,5,5,47,47,10,10,74,74,20,20,156,156,,₹0.00,"$3,802","₹342,180.00",110405,110405,12,12,11.71,11.71,,NA,,NA,28,28,0.82,0.82,ONTIME,On-Time,0
6717,Kupwara,Other,Other,Urban,Urban,None,Na,Existing Enterprise,Existing Enterprise,,NA,JKBK051895,2-14-2023,Feb 2023,1,1,1,1,1,0,0,15,15,23,23,7,7,43,43,18,18,106,106,,₹0.00,391k INR,"₹391,000.00",39694,39694,60,60,11.23,11.23,,NA,,NA,12,12,0.23,0.23,On-time,NA,123
6718,Anantnag,Female,Female,Rural,Rural,NA,Na,nano entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK084740,11/9/2021,Nov 2021,1,0,0,0,0,0,0,36,36,,NA,,NA,71,71,6,6,,NA,₹3581535,"₹3,581,535.00",5887683,"₹5,887,683.00",108502,108502,12,12,9.85,9.85,,NA,,NA,,NA,0.15,0.15,Default,Default,0
6719,Udhampur,Other,Other,,NA,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK067164,2026-01-10,Jan 2026,1,0,1,1,1,0,0,,NA,85,85,60,60,112,112,44,44,,NA,4687k INR,"₹4,687,000.00",,NA,62515,62515,18,18,10.35,10.35,,NA,,NA,96,96,0.12,0.12,Delayed,Delayed,0
6720,Ganderbal,male,Male,urban,Urban,,Na,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK086347,As on Feb 2026,Feb 2026,1,1,0,1,0,0,0,36,36,27,27,5,5,,NA,25,25,,NA,1582500,"₹1,582,500.00",₹4365279,"₹4,365,279.00",110300,110300,48,48,10.5,10.5,,NA,,NA,51,51,0.37,0.37,,NA,0
6721,Budgam,Female,Female,,NA,None,Na,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK041667,2023-05-09,May 2023,1,1,1,0,0,0,0,,NA,14,14,36,36,60,60,35,35,,NA,₹4347285,"₹4,347,285.00",,NA,68110,68110,60,60,7.61,7.61,,NA,,NA,55,55,,NA,,NA,0
6722,Shopian,Female,Female,Urban,Urban,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK081812,10-10-2021,Oct 2021,1,1,1,0,0,0,0,2,2,,NA,34,34,61,61,39,39,,NA,1603378,"₹1,603,378.00",5099k INR,"₹5,099,000.00",112124,112124,18,18,11.97,11.97,,NA,,NA,99,99,0.79,0.79,ONTIME,On-Time,0
6723,Samba,male,Male,,NA,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK089158,,NA,1,1,0,1,0,0,0,27,27,45,45,45,45,100,100,36,36,253,253,,₹0.00,4744774,"₹4,744,774.00",97880,97880,,NA,13.63,13.63,,NA,,NA,31,31,0.1,0.1,Default,Default,0
6724,Reasi,male,Male,Rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK077111,2024-02-12,Feb 2024,1,0,0,1,1,1,1,34,34,36,36,15,15,81,81,36,36,202,202,"$35,611","₹3,204,990.00",,NA,83977,83977,24,24,10.71,10.71,15919,15919,0.19,0.19,50,50,0.6,0.6,Delayed,Delayed,0
6725,Rajouri,FEMALE,Female,Urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK075469,,NA,1,1,1,1,1,1,0,0,0,7,7,10,10,33,33,25,25,75,75,398k INR,"₹398,000.00",₹5976328,"₹5,976,328.00",94989,94989,24,24,7.93,7.93,37282,37282,0.392,0.392,3,3,0.61,0.61,Delayed,Delayed,3
6726,Udhampur,Female,Female,Urban,Urban,Hearing,Hearing,,NA,Services,Services,JKBK069040,8-5-2026,Aug 2026,1,1,1,1,1,0,0,19,19,,NA,30,30,92,92,14,14,,NA,1568k INR,"₹1,568,000.00",5258607,"₹5,258,607.00",40260,40260,,NA,12.55,12.55,,NA,,NA,56,56,0.19,0.19,,NA,39
6727,Bandipora,male,Male,Urban,Urban,NA,Na,Existing enterprise,Existing Enterprise,,NA,JKBK027223,2024-02-06,Feb 2024,1,1,0,0,0,0,0,26,26,24,24,19,19,,NA,,NA,,NA,994432,"₹994,432.00",₹3643203,"₹3,643,203.00",84109,84109,24,24,11.81,11.81,,NA,,NA,,NA,0.2,0.2,,NA,0
6728,Poonch,Female,Female,,NA,,Na,Nano Entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK012710,,NA,1,1,0,0,0,0,0,17,17,,NA,24,24,10,10,25,25,,NA,474322,"₹474,322.00","$21,830","₹1,964,700.00",118323,118323,18,18,9.66,9.66,,NA,,NA,35,35,0.69,0.69,ONTIME,On-Time,169
6729,Shopian,Female,Female,Urban,Urban,Visual,Visual,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK077111,,NA,1,1,0,1,1,1,0,11,11,57,57,27,27,17,17,35,35,147,147,"$6,706","₹603,540.00",,NA,95141,95141,24,24,11.79,11.79,19493,19493,0.205,0.205,69,69,0.11,0.11,Delayed,Delayed,0
6730,Pulwama,,NA,rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK071053,,NA,1,1,1,1,1,0,0,36,36,6,6,21,21,,NA,9,9,,NA,,₹0.00,₹6464496,"₹6,464,496.00",61142,61142,12,12,7.26,7.26,,NA,,NA,40,40,0.85,0.85,ONTIME,On-Time,0
6731,Pulwama,Female,Female,Rural,Rural,None,Na,nano entrepreneur,Nano Entrepreneur,Services,Services,JKBK080092,,NA,1,0,0,1,1,1,1,33,33,83,83,44,44,9,9,4,4,173,173,₹3358678,"₹3,358,678.00",6347789,"₹6,347,789.00",31025,31025,12,12,12.77,12.77,11133,11133,0.359,0.359,75,75,0.74,0.74,late,Late,0
6732,Srinagar,Female,Female,urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK027436,,NA,1,1,0,1,0,0,0,,NA,28,28,24,24,109,109,9,9,,NA,₹4639415,"₹4,639,415.00",5911595,"₹5,911,595.00",74970,74970,60,60,10.35,10.35,,NA,,NA,81,81,0.63,0.63,Default,Default,0
6733,Reasi,Other,Other,urban,Urban,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK015811,2024-05-05,May 2024,1,1,0,0,0,0,0,39,39,14,14,20,20,51,51,38,38,162,162,₹4776488,"₹4,776,488.00",2346k INR,"₹2,346,000.00",22377,22377,12,12,12.07,12.07,,NA,,NA,44,44,0.01,0.01,On-time,NA,0
6734,Reasi,Other,Other,rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK084959,,NA,1,1,1,1,1,0,0,6,6,41,41,40,40,51,51,7,7,145,145,4141548,"₹4,141,548.00","$6,293","₹566,370.00",40819,40819,36,36,10.27,10.27,,NA,,NA,76,76,0.86,0.86,Default,Default,0
6735,Udhampur,,NA,urban,Urban,NA,Na,,NA,Tourism,Tourism,JKBK097282,5/11/2023,May 2023,1,0,1,1,1,0,0,11,11,80,80,14,14,,NA,9,9,,NA,"$25,511","₹2,295,990.00",3462k INR,"₹3,462,000.00",24116,24116,24,24,14.05,14.05,,NA,,NA,78,78,,NA,,NA,87
6736,Anantnag,Female,Female,urban,Urban,Visual,Visual,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK016185,,NA,1,1,0,0,0,0,0,3,3,59,59,53,53,49,49,41,41,205,205,"$2,849","₹256,410.00",598834,"₹598,834.00",,NA,48,48,11.44,11.44,,NA,,NA,71,71,,NA,Default,Default,0
6737,Baramulla,Male,Male,urban,Urban,NA,Na,,NA,Tourism,Tourism,JKBK085326,14/4/2022,Apr 2022,1,1,0,0,0,0,0,33,33,54,54,44,44,80,80,16,16,227,227,"$14,737","₹1,326,330.00",₹5299824,"₹5,299,824.00",,NA,18,18,12.75,12.75,,NA,,NA,52,52,0.48,0.48,Delayed,Delayed,0
6738,Samba,,NA,rural,Rural,None,Na,Existing Enterprise,Existing Enterprise,Retail,Retail,JKBK044124,12-3-2025,Dec 2025,1,1,0,1,1,1,1,17,17,13,13,48,48,59,59,18,18,155,155,₹2439548,"₹2,439,548.00",4703k INR,"₹4,703,000.00",86067,86067,,NA,11.14,11.14,,NA,,NA,47,47,0.8,0.8,ONTIME,On-Time,23
6739,Anantnag,male,Male,Urban,Urban,Locomotor,Locomotor,,NA,,NA,JKBK029949,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,1,1,71,71,33,33,103,103,13,13,221,221,"$30,094","₹2,708,460.00",5778022,"₹5,778,022.00",12532,12532,60,60,6.64,6.64,4959,4959,0.396,0.396,1,1,0.12,0.12,late,Late,0
6740,Srinagar,Other,Other,,NA,Visual,Visual,MSME Sunrise Sector,Msme Sunrise Sector,Healthcare,Healthcare,JKBK048520,As on Feb 2026,Feb 2026,1,1,1,0,0,0,0,38,38,69,69,,NA,105,105,20,20,,NA,"$41,697","₹3,752,730.00","$48,864","₹4,397,760.00",77515,77515,60,60,14.15,14.15,,NA,,NA,32,32,0.47,0.47,,NA,0
6741,Doda,Other,Other,rural,Rural,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Services,Services,JKBK084740,As on Feb 2026,Feb 2026,1,1,0,1,1,1,0,29,29,,NA,42,42,23,23,12,12,,NA,3887k INR,"₹3,887,000.00",₹6049647,"₹6,049,647.00",14361,14361,48,48,9.96,9.96,4776,4776,0.333,0.333,98,98,0.75,0.75,,NA,0
6742,Rajouri,FEMALE,Female,Urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,Services,Services,JKBK040778,2/9/2022,Feb 2022,1,1,0,1,1,1,1,20,20,89,89,23,23,,NA,20,20,,NA,"$16,889","₹1,520,010.00","$47,278","₹4,255,020.00",87622,87622,18,18,11.63,11.63,26618,26618,0.304,0.304,84,84,0.1,0.1,late,Late,0
6743,Baramulla,,NA,Urban,Urban,None,Na,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK023222,2024-04-28,Apr 2024,1,1,1,1,0,0,0,23,23,75,75,29,29,54,54,2,2,183,183,2190445,"₹2,190,445.00",₹3942442,"₹3,942,442.00",110061,110061,18,18,10.74,10.74,,NA,,NA,76,76,0.45,0.45,Default,Default,0
